# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Xin Lan (xin.lan@noaa.gov)
# 
# File Creation: Mon Mar  6 09:57:15 2023
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
#
# Uncertainties in the global monthly means are estimated using two
# terms: The first is a bootstrap (resampling) method that varies the
# sites in our network. Each pseudo-network contains the same number of
# sites as our actual NOAA ESRL cooperative global air sampling network,
# but some are repeated and some are excluded. The second term is a
# Monte Carlo method that randomly modifies the data to account for
# measurement uncertainty. In both cases, 100 globally-averaged time
# series are created. Standard deviations of the monthly means are
# calculated, and the two terms (network and analytical) are taken in
# quadrature to give the  reported uncertainties. A default value (-9.9)
# indicates the uncertainty has not yet been calculated for that month. 
# Please see Dlugokencky et al., 1994, JGR, vol. 99, 17021-17043, for a
# complete discussion.
#
# CH4 expressed as a mole fraction in dry air, nanomol/mol, abbreviated as ppb
#
# NOTE: In general, the data presented for the last year are subject to change,
# depending on recalibration of the reference gas mixtures used, and other quality
# control procedures. Occasionally, earlier years may also change for the same
# reasons.  Usually these changes are minor.
# 

# year   month       decimal       average   average_unc         trend     trend_unc
  1989       2      1989.125       1701.09          1.07       1700.36          0.61
  1989       3      1989.208       1702.47          1.26       1701.34          0.59
  1989       4      1989.292       1703.57          1.02       1702.35          0.58
  1989       5      1989.375       1703.38          0.49       1703.35          0.56
  1989       6      1989.458       1700.22          0.83       1704.33          0.56
  1989       7      1989.542       1698.19          0.87       1705.29          0.55
  1989       8      1989.625       1701.99          0.97       1706.24          0.55
  1989       9      1989.708       1707.19          1.02       1707.15          0.56
  1989      10      1989.792       1710.51          1.09       1708.02          0.57
  1989      11      1989.875       1713.12          0.86       1708.86          0.59
  1989      12      1989.958       1713.24          0.87       1709.66          0.61
  1990       1      1990.042       1712.21          1.13       1710.45          0.63
  1990       2      1990.125       1713.62          1.29       1711.16          0.65
  1990       3      1990.208       1714.45          0.94       1711.85          0.66
  1990       4      1990.292       1712.53          0.96       1712.53          0.68
  1990       5      1990.375       1710.66          1.00       1713.19          0.69
  1990       6      1990.458       1708.50          0.80       1713.84          0.70
  1990       7      1990.542       1706.56          0.72       1714.49          0.71
  1990       8      1990.625       1710.23          1.32       1715.17          0.72
  1990       9      1990.708       1717.62          1.44       1715.86          0.72
  1990      10      1990.792       1722.02          1.05       1716.59          0.72
  1990      11      1990.875       1723.46          0.93       1717.37          0.73
  1990      12      1990.958       1723.29          1.01       1718.22          0.73
  1991       1      1991.042       1721.57          1.16       1719.15          0.73
  1991       2      1991.125       1721.25          1.16       1720.12          0.72
  1991       3      1991.208       1722.06          0.97       1721.16          0.72
  1991       4      1991.292       1722.37          1.07       1722.32          0.72
  1991       5      1991.375       1722.08          1.11       1723.54          0.72
  1991       6      1991.458       1718.88          1.17       1724.81          0.72
  1991       7      1991.542       1715.95          1.01       1726.11          0.71
  1991       8      1991.625       1719.13          1.13       1727.45          0.71
  1991       9      1991.708       1726.06          1.51       1728.74          0.71
  1991      10      1991.792       1732.70          0.97       1729.98          0.71
  1991      11      1991.875       1737.47          0.92       1731.14          0.71
  1991      12      1991.958       1739.58          1.01       1732.20          0.70
  1992       1      1992.042       1738.91          0.97       1733.16          0.69
  1992       2      1992.125       1737.40          1.00       1733.92          0.67
  1992       3      1992.208       1736.91          0.92       1734.54          0.66
  1992       4      1992.292       1736.63          0.57       1735.03          0.63
  1992       5      1992.375       1734.98          0.78       1735.37          0.61
  1992       6      1992.458       1731.58          1.08       1735.56          0.58
  1992       7      1992.542       1728.80          1.19       1735.65          0.55
  1992       8      1992.625       1730.34          1.07       1735.63          0.53
  1992       9      1992.708       1734.61          0.77       1735.55          0.51
  1992      10      1992.792       1737.66          0.75       1735.43          0.49
  1992      11      1992.875       1739.24          1.05       1735.31          0.48
  1992      12      1992.958       1738.56          0.93       1735.20          0.47
  1993       1      1993.042       1735.79          0.84       1735.13          0.46
  1993       2      1993.125       1734.45          0.87       1735.12          0.46
  1993       3      1993.208       1735.51          0.90       1735.18          0.45
  1993       4      1993.292       1736.65          0.69       1735.31          0.46
  1993       5      1993.375       1734.99          0.77       1735.53          0.46
  1993       6      1993.458       1730.87          0.90       1735.82          0.47
  1993       7      1993.542       1728.06          0.96       1736.18          0.49
  1993       8      1993.625       1731.23          1.00       1736.61          0.51
  1993       9      1993.708       1738.51          0.98       1737.09          0.54
  1993      10      1993.792       1743.40          0.95       1737.60          0.57
  1993      11      1993.875       1745.24          0.80       1738.15          0.60
  1993      12      1993.958       1744.30          0.90       1738.71          0.62
  1994       1      1994.042       1741.42          0.94       1739.30          0.64
  1994       2      1994.125       1740.90          1.00       1739.87          0.66
  1994       3      1994.208       1741.94          0.89       1740.44          0.66
  1994       4      1994.292       1741.92          0.75       1741.04          0.66
  1994       5      1994.375       1740.65          1.08       1741.65          0.65
  1994       6      1994.458       1736.91          1.25       1742.26          0.63
  1994       7      1994.542       1732.41          1.18       1742.88          0.61
  1994       8      1994.625       1734.11          1.17       1743.51          0.58
  1994       9      1994.708       1742.95          0.91       1744.13          0.56
  1994      10      1994.792       1749.82          0.69       1744.75          0.53
  1994      11      1994.875       1751.27          0.75       1745.36          0.51
  1994      12      1994.958       1751.59          0.81       1745.95          0.49
  1995       1      1995.042       1751.12          0.91       1746.53          0.48
  1995       2      1995.125       1749.52          0.92       1747.05          0.47
  1995       3      1995.208       1748.99          0.65       1747.52          0.47
  1995       4      1995.292       1749.41          0.74       1747.97          0.47
  1995       5      1995.375       1747.66          1.04       1748.37          0.46
  1995       6      1995.458       1742.84          0.98       1748.72          0.46
  1995       7      1995.542       1740.15          0.97       1749.02          0.46
  1995       8      1995.625       1743.60          1.24       1749.28          0.47
  1995       9      1995.708       1749.78          1.20       1749.49          0.47
  1995      10      1995.792       1754.33          0.71       1749.68          0.48
  1995      11      1995.875       1755.51          0.85       1749.85          0.50
  1995      12      1995.958       1753.85          0.93       1750.00          0.52
  1996       1      1996.042       1752.21          0.96       1750.16          0.55
  1996       2      1996.125       1752.75          1.02       1750.31          0.58
  1996       3      1996.208       1752.23          0.90       1750.47          0.61
  1996       4      1996.292       1749.57          0.90       1750.65          0.64
  1996       5      1996.375       1748.29          0.99       1750.84          0.66
  1996       6      1996.458       1746.03          0.97       1751.05          0.68
  1996       7      1996.542       1742.02          0.93       1751.27          0.69
  1996       8      1996.625       1744.26          1.26       1751.50          0.69
  1996       9      1996.708       1752.59          1.37       1751.73          0.68
  1996      10      1996.792       1758.85          0.97       1751.96          0.66
  1996      11      1996.875       1760.05          0.90       1752.19          0.63
  1996      12      1996.958       1756.89          0.78       1752.42          0.60
  1997       1      1997.042       1753.31          0.88       1752.65          0.55
  1997       2      1997.125       1753.83          0.97       1752.89          0.50
  1997       3      1997.208       1755.64          0.76       1753.15          0.45
  1997       4      1997.292       1755.48          0.88       1753.44          0.41
  1997       5      1997.375       1753.83          0.66       1753.78          0.37
  1997       6      1997.458       1750.13          0.86       1754.18          0.34
  1997       7      1997.542       1746.08          0.96       1754.65          0.33
  1997       8      1997.625       1747.74          0.86       1755.21          0.34
  1997       9      1997.708       1754.89          0.87       1755.86          0.36
  1997      10      1997.792       1760.21          0.74       1756.60          0.39
  1997      11      1997.875       1761.70          0.85       1757.45          0.42
  1997      12      1997.958       1761.88          0.72       1758.39          0.45
  1998       1      1998.042       1761.44          0.83       1759.43          0.48
  1998       2      1998.125       1761.46          1.34       1760.48          0.50
  1998       3      1998.208       1762.94          1.54       1761.59          0.51
  1998       4      1998.292       1764.69          1.06       1762.77          0.53
  1998       5      1998.375       1764.25          0.83       1763.95          0.54
  1998       6      1998.458       1760.33          0.65       1765.13          0.55
  1998       7      1998.542       1756.14          0.94       1766.26          0.57
  1998       8      1998.625       1760.20          0.89       1767.35          0.59
  1998       9      1998.708       1770.67          1.26       1768.34          0.61
  1998      10      1998.792       1776.22          1.21       1769.23          0.63
  1998      11      1998.875       1775.48          0.83       1770.03          0.65
  1998      12      1998.958       1774.04          0.81       1770.72          0.66
  1999       1      1999.042       1773.79          0.97       1771.31          0.67
  1999       2      1999.125       1773.91          1.35       1771.77          0.67
  1999       3      1999.208       1774.58          1.13       1772.15          0.66
  1999       4      1999.292       1774.95          0.74       1772.46          0.64
  1999       5      1999.375       1772.68          0.88       1772.69          0.62
  1999       6      1999.458       1767.36          0.85       1772.87          0.59
  1999       7      1999.542       1762.95          0.80       1773.01          0.57
  1999       8      1999.625       1764.65          0.83       1773.11          0.56
  1999       9      1999.708       1771.03          0.86       1773.18          0.55
  1999      10      1999.792       1776.62          0.84       1773.24          0.55
  1999      11      1999.875       1778.58          0.68       1773.28          0.56
  1999      12      1999.958       1777.26          0.73       1773.31          0.57
  2000       1      2000.042       1775.51          1.00       1773.33          0.59
  2000       2      2000.125       1775.46          1.23       1773.32          0.60
  2000       3      2000.208       1776.48          1.33       1773.30          0.61
  2000       4      2000.292       1777.19          1.28       1773.26          0.62
  2000       5      2000.375       1774.58          1.10       1773.19          0.63
  2000       6      2000.458       1768.14          0.97       1773.09          0.63
  2000       7      2000.542       1763.46          0.77       1772.96          0.63
  2000       8      2000.625       1765.46          1.08       1772.81          0.63
  2000       9      2000.708       1772.05          1.13       1772.63          0.63
  2000      10      2000.792       1777.09          0.80       1772.44          0.63
  2000      11      2000.875       1777.73          0.88       1772.23          0.63
  2000      12      2000.958       1775.31          1.01       1772.02          0.64
  2001       1      2001.042       1772.87          0.86       1771.82          0.64
  2001       2      2001.125       1772.53          0.96       1771.63          0.63
  2001       3      2001.208       1773.66          1.02       1771.46          0.63
  2001       4      2001.292       1773.86          0.65       1771.31          0.62
  2001       5      2001.375       1770.75          0.76       1771.19          0.61
  2001       6      2001.458       1765.85          1.02       1771.10          0.60
  2001       7      2001.542       1762.76          1.05       1771.04          0.58
  2001       8      2001.625       1764.31          1.00       1771.02          0.56
  2001       9      2001.708       1770.36          0.93       1771.02          0.54
  2001      10      2001.792       1775.48          0.70       1771.06          0.51
  2001      11      2001.875       1776.58          0.69       1771.12          0.49
  2001      12      2001.958       1775.93          0.95       1771.20          0.48
  2002       1      2002.042       1774.11          1.08       1771.31          0.46
  2002       2      2002.125       1772.87          1.00       1771.43          0.46
  2002       3      2002.208       1773.42          0.66       1771.56          0.46
  2002       4      2002.292       1772.72          0.76       1771.72          0.47
  2002       5      2002.375       1770.29          0.83       1771.91          0.49
  2002       6      2002.458       1766.90          0.94       1772.12          0.51
  2002       7      2002.542       1764.25          0.91       1772.37          0.53
  2002       8      2002.625       1766.99          0.90       1772.66          0.56
  2002       9      2002.708       1773.76          0.98       1772.98          0.58
  2002      10      2002.792       1778.25          1.32       1773.36          0.59
  2002      11      2002.875       1779.50          1.18       1773.78          0.60
  2002      12      2002.958       1779.65          0.75       1774.24          0.60
  2003       1      2003.042       1777.53          0.96       1774.76          0.60
  2003       2      2003.125       1774.84          1.04       1775.28          0.59
  2003       3      2003.208       1774.85          0.80       1775.83          0.58
  2003       4      2003.292       1775.79          1.26       1776.41          0.56
  2003       5      2003.375       1774.46          1.02       1776.98          0.54
  2003       6      2003.458       1771.69          1.36       1777.52          0.53
  2003       7      2003.542       1770.70          1.82       1778.03          0.52
  2003       8      2003.625       1774.31          1.59       1778.48          0.51
  2003       9      2003.708       1780.56          0.99       1778.84          0.51
  2003      10      2003.792       1784.68          0.81       1779.11          0.50
  2003      11      2003.875       1785.28          0.93       1779.27          0.50
  2003      12      2003.958       1783.56          1.02       1779.32          0.50
  2004       1      2004.042       1780.86          0.99       1779.24          0.49
  2004       2      2004.125       1779.98          0.85       1779.07          0.49
  2004       3      2004.208       1780.96          0.83       1778.79          0.49
  2004       4      2004.292       1780.70          0.74       1778.41          0.49
  2004       5      2004.375       1777.58          0.98       1777.96          0.49
  2004       6      2004.458       1772.30          1.20       1777.46          0.50
  2004       7      2004.542       1768.03          0.78       1776.93          0.51
  2004       8      2004.625       1769.80          0.87       1776.39          0.52
  2004       9      2004.708       1775.51          1.05       1775.87          0.53
  2004      10      2004.792       1779.68          0.87       1775.40          0.53
  2004      11      2004.875       1780.49          0.92       1775.00          0.53
  2004      12      2004.958       1778.33          0.94       1774.66          0.53
  2005       1      2005.042       1776.16          1.07       1774.41          0.53
  2005       2      2005.125       1775.75          0.99       1774.25          0.53
  2005       3      2005.208       1775.59          0.94       1774.16          0.53
  2005       4      2005.292       1774.77          0.85       1774.15          0.53
  2005       5      2005.375       1772.51          0.67       1774.19          0.54
  2005       6      2005.458       1768.81          0.97       1774.28          0.55
  2005       7      2005.542       1766.40          0.87       1774.40          0.57
  2005       8      2005.625       1768.17          1.06       1774.53          0.58
  2005       9      2005.708       1773.25          1.19       1774.65          0.59
  2005      10      2005.792       1778.58          1.12       1774.74          0.58
  2005      11      2005.875       1781.26          0.81       1774.81          0.58
  2005      12      2005.958       1780.26          1.27       1774.84          0.56
  2006       1      2006.042       1779.51          0.93       1774.84          0.53
  2006       2      2006.125       1779.48          0.80       1774.81          0.51
  2006       3      2006.208       1777.39          0.71       1774.77          0.48
  2006       4      2006.292       1776.10          0.56       1774.73          0.46
  2006       5      2006.375       1774.92          0.89       1774.71          0.45
  2006       6      2006.458       1769.24          1.23       1774.72          0.45
  2006       7      2006.542       1764.16          1.12       1774.79          0.46
  2006       8      2006.625       1767.25          1.14       1774.94          0.48
  2006       9      2006.708       1774.59          1.33       1775.17          0.50
  2006      10      2006.792       1778.23          0.86       1775.49          0.51
  2006      11      2006.875       1779.04          0.67       1775.90          0.53
  2006      12      2006.958       1779.92          0.82       1776.40          0.54
  2007       1      2007.042       1779.20          1.03       1776.99          0.55
  2007       2      2007.125       1778.61          0.98       1777.61          0.56
  2007       3      2007.208       1780.24          0.86       1778.28          0.57
  2007       4      2007.292       1781.09          1.06       1779.01          0.58
  2007       5      2007.375       1779.49          1.32       1779.75          0.58
  2007       6      2007.458       1775.62          1.02       1780.49          0.59
  2007       7      2007.542       1772.58          1.04       1781.21          0.59
  2007       8      2007.625       1777.20          1.54       1781.91          0.60
  2007       9      2007.708       1785.88          1.59       1782.56          0.60
  2007      10      2007.792       1789.84          1.09       1783.17          0.60
  2007      11      2007.875       1789.54          0.96       1783.74          0.60
  2007      12      2007.958       1788.19          1.07       1784.28          0.60
  2008       1      2008.042       1786.67          1.07       1784.82          0.60
  2008       2      2008.125       1785.82          1.06       1785.30          0.60
  2008       3      2008.208       1786.16          1.23       1785.78          0.60
  2008       4      2008.292       1786.87          1.08       1786.29          0.60
  2008       5      2008.375       1785.21          0.92       1786.80          0.59
  2008       6      2008.458       1780.48          0.88       1787.33          0.57
  2008       7      2008.542       1777.63          0.89       1787.88          0.55
  2008       8      2008.625       1781.06          0.97       1788.46          0.53
  2008       9      2008.708       1787.66          0.98       1789.04          0.51
  2008      10      2008.792       1793.66          0.67       1789.63          0.48
  2008      11      2008.875       1797.32          1.20       1790.21          0.46
  2008      12      2008.958       1796.61          1.18       1790.78          0.46
  2009       1      2009.042       1795.06          0.83       1791.34          0.46
  2009       2      2009.125       1795.61          1.02       1791.84          0.48
  2009       3      2009.208       1795.98          0.98       1792.32          0.50
  2009       4      2009.292       1795.53          0.75       1792.77          0.53
  2009       5      2009.375       1792.36          0.66       1793.19          0.56
  2009       6      2009.458       1786.92          0.84       1793.58          0.59
  2009       7      2009.542       1784.95          1.05       1793.94          0.61
  2009       8      2009.625       1788.84          0.99       1794.28          0.62
  2009       9      2009.708       1794.82          1.29       1794.60          0.63
  2009      10      2009.792       1798.03          1.41       1794.92          0.62
  2009      11      2009.875       1797.91          0.82       1795.24          0.61
  2009      12      2009.958       1796.69          0.93       1795.57          0.60
  2010       1      2010.042       1797.10          1.26       1795.93          0.58
  2010       2      2010.125       1798.79          1.34       1796.28          0.57
  2010       3      2010.208       1799.46          1.20       1796.66          0.57
  2010       4      2010.292       1799.57          0.92       1797.07          0.57
  2010       5      2010.375       1797.63          1.18       1797.50          0.58
  2010       6      2010.458       1792.48          1.29       1797.95          0.59
  2010       7      2010.542       1789.42          0.95       1798.41          0.61
  2010       8      2010.625       1794.10          0.93       1798.88          0.62
  2010       9      2010.708       1801.87          1.00       1799.35          0.63
  2010      10      2010.792       1806.57          1.05       1799.81          0.63
  2010      11      2010.875       1807.05          1.02       1800.27          0.63
  2010      12      2010.958       1803.60          0.97       1800.73          0.62
  2011       1      2011.042       1800.45          1.03       1801.17          0.61
  2011       2      2011.125       1800.20          0.79       1801.59          0.61
  2011       3      2011.208       1800.98          0.58       1802.00          0.60
  2011       4      2011.292       1802.87          0.66       1802.41          0.61
  2011       5      2011.375       1803.32          0.83       1802.82          0.61
  2011       6      2011.458       1799.16          0.69       1803.22          0.63
  2011       7      2011.542       1796.19          0.85       1803.62          0.64
  2011       8      2011.625       1799.06          1.04       1804.03          0.65
  2011       9      2011.708       1804.07          1.80       1804.43          0.65
  2011      10      2011.792       1809.58          1.64       1804.84          0.65
  2011      11      2011.875       1812.40          1.11       1805.25          0.64
  2011      12      2011.958       1810.04          0.94       1805.67          0.63
  2012       1      2012.042       1807.36          0.95       1806.11          0.60
  2012       2      2012.125       1808.38          1.18       1806.53          0.58
  2012       3      2012.208       1810.05          0.82       1806.95          0.56
  2012       4      2012.292       1808.47          0.54       1807.40          0.55
  2012       5      2012.375       1804.77          1.16       1807.85          0.53
  2012       6      2012.458       1801.02          1.18       1808.29          0.53
  2012       7      2012.542       1799.37          1.12       1808.72          0.52
  2012       8      2012.625       1803.31          1.02       1809.16          0.53
  2012       9      2012.708       1810.16          1.13       1809.57          0.53
  2012      10      2012.792       1814.83          1.06       1809.97          0.54
  2012      11      2012.875       1815.96          1.15       1810.34          0.55
  2012      12      2012.958       1814.59          0.84       1810.70          0.56
  2013       1      2013.042       1814.05          0.91       1811.05          0.58
  2013       2      2013.125       1814.15          1.27       1811.37          0.59
  2013       3      2013.208       1813.25          1.00       1811.69          0.60
  2013       4      2013.292       1812.81          0.74       1812.02          0.62
  2013       5      2013.375       1811.95          0.86       1812.36          0.63
  2013       6      2013.458       1808.62          1.41       1812.72          0.64
  2013       7      2013.542       1805.97          1.70       1813.13          0.64
  2013       8      2013.625       1808.54          1.23       1813.59          0.64
  2013       9      2013.708       1814.26          0.98       1814.10          0.64
  2013      10      2013.792       1818.51          0.71       1814.69          0.63
  2013      11      2013.875       1820.35          0.68       1815.35          0.62
  2013      12      2013.958       1819.35          0.89       1816.10          0.61
  2014       1      2014.042       1816.81          1.03       1816.94          0.60
  2014       2      2014.125       1816.33          1.20       1817.82          0.59
  2014       3      2014.208       1818.09          1.21       1818.77          0.58
  2014       4      2014.292       1820.86          0.79       1819.81          0.57
  2014       5      2014.375       1821.89          0.83       1820.90          0.56
  2014       6      2014.458       1818.31          0.81       1822.03          0.55
  2014       7      2014.542       1815.51          1.02       1823.17          0.55
  2014       8      2014.625       1819.70          1.14       1824.34          0.54
  2014       9      2014.708       1826.81          1.15       1825.47          0.54
  2014      10      2014.792       1831.17          0.66       1826.59          0.53
  2014      11      2014.875       1833.02          0.65       1827.68          0.53
  2014      12      2014.958       1833.53          1.05       1828.72          0.53
  2015       1      2015.042       1833.08          1.21       1829.74          0.54
  2015       2      2015.125       1832.94          0.98       1830.68          0.54
  2015       3      2015.208       1833.21          0.76       1831.57          0.54
  2015       4      2015.292       1833.16          0.93       1832.47          0.54
  2015       5      2015.375       1831.55          0.92       1833.33          0.54
  2015       6      2015.458       1827.14          0.85       1834.16          0.54
  2015       7      2015.542       1824.59          1.06       1834.98          0.54
  2015       8      2015.625       1829.01          1.05       1835.79          0.54
  2015       9      2015.708       1836.24          1.03       1836.58          0.54
  2015      10      2015.792       1841.49          0.84       1837.36          0.54
  2015      11      2015.875       1844.61          0.99       1838.12          0.54
  2015      12      2015.958       1844.77          1.06       1838.88          0.55
  2016       1      2016.042       1842.39          0.85       1839.64          0.56
  2016       2      2016.125       1841.66          0.99       1840.33          0.57
  2016       3      2016.208       1842.98          0.76       1841.00          0.57
  2016       4      2016.292       1843.73          0.56       1841.68          0.58
  2016       5      2016.375       1842.14          0.78       1842.32          0.59
  2016       6      2016.458       1837.84          1.12       1842.93          0.59
  2016       7      2016.542       1834.15          1.06       1843.51          0.60
  2016       8      2016.625       1836.70          1.13       1844.08          0.60
  2016       9      2016.708       1844.19          1.35       1844.60          0.59
  2016      10      2016.792       1849.86          1.15       1845.11          0.59
  2016      11      2016.875       1851.45          1.13       1845.60          0.58
  2016      12      2016.958       1851.05          0.93       1846.08          0.57
  2017       1      2017.042       1849.68          0.88       1846.57          0.56
  2017       2      2017.125       1848.40          1.09       1847.04          0.56
  2017       3      2017.208       1848.19          1.16       1847.51          0.55
  2017       4      2017.292       1848.52          1.08       1848.02          0.55
  2017       5      2017.375       1847.15          0.84       1848.54          0.56
